pair_id,survey_q_id,survey_text,acs_q_id,acs_text,subtopic
CPS_0505,CPS_23,Is (name's/your) parent a member of this household?,ACS_31,What is Person 3’s name? How is this person related to Person 1?,Relationship
CPS_0506,CPS_24,"(Are / Is) (name of person talking about) (your / mother's name) biological, step, or adopted child?",ACS_21,What is Person 1’s name? How is this person related to Person 1?,Relationship
CPS_0507,CPS_24,"(Are / Is) (name of person talking about) (your / mother's name) biological, step, or adopted child?",ACS_26,What is Person 2’s name? How is this person related to Person 1?,Relationship
CPS_0508,CPS_24,"(Are / Is) (name of person talking about) (your / mother's name) biological, step, or adopted child?",ACS_31,What is Person 3’s name? How is this person related to Person 1?,Relationship
CPS_0509,CPS_25,Is (name's/your) other parent a member of this household?,ACS_21,What is Person 1’s name? How is this person related to Person 1?,Relationship
CPS_0510,CPS_25,Is (name's/your) other parent a member of this household?,ACS_26,What is Person 2’s name? How is this person related to Person 1?,Relationship
CPS_0511,CPS_25,Is (name's/your) other parent a member of this household?,ACS_31,What is Person 3’s name? How is this person related to Person 1?,Relationship
CPS_0512,CPS_26,"(Are / Is) (name of person talking about) (your / father's name) biological, step, or adopted child?",ACS_21,What is Person 1’s name? How is this person related to Person 1?,Relationship
CPS_0513,CPS_26,"(Are / Is) (name of person talking about) (your / father's name) biological, step, or adopted child?",ACS_26,What is Person 2’s name? How is this person related to Person 1?,Relationship
CPS_0514,CPS_26,"(Are / Is) (name of person talking about) (your / father's name) biological, step, or adopted child?",ACS_31,What is Person 3’s name? How is this person related to Person 1?,Relationship
CPS_0515,CPS_27,"(REF_FNAME ^REF_LNAME’s) parent is also (name of person talking about)’s parent, is that correct?",ACS_21,What is Person 1’s name? How is this person related to Person 1?,Relationship
CPS_0516,CPS_27,"(REF_FNAME ^REF_LNAME’s) parent is also (name of person talking about)’s parent, is that correct?",ACS_26,What is Person 2’s name? How is this person related to Person 1?,Relationship
CPS_0517,CPS_27,"(REF_FNAME ^REF_LNAME’s) parent is also (name of person talking about)’s parent, is that correct?",ACS_31,What is Person 3’s name? How is this person related to Person 1?,Relationship
CPS_0518,CPS_33,Enter line number of spouse of (name of person talking about),ACS_21,What is Person 1’s name? How is this person related to Person 1?,Relationship
CPS_0519,CPS_33,Enter line number of spouse of (name of person talking about),ACS_26,What is Person 2’s name? How is this person related to Person 1?,Relationship
CPS_0520,CPS_33,Enter line number of spouse of (name of person talking about),ACS_31,What is Person 3’s name? How is this person related to Person 1?,Relationship
CPS_0521,CPS_34,"Do you have a boyfriend, girlfriend or partner in this household?",ACS_21,What is Person 1’s name? How is this person related to Person 1?,Relationship
CPS_0522,CPS_34,"Do you have a boyfriend, girlfriend or partner in this household?",ACS_26,What is Person 2’s name? How is this person related to Person 1?,Relationship
CPS_0523,CPS_34,"Do you have a boyfriend, girlfriend or partner in this household?",ACS_31,What is Person 3’s name? How is this person related to Person 1?,Relationship
CPS_0524,CPS_56,Does (your/his/her) disability continue to prevent (you/he/she) from doing any kind of work for the next 6 months (or working in the family business)?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0525,CPS_56,Does (your/his/her) disability continue to prevent (you/he/she) from doing any kind of work for the next 6 months (or working in the family business)?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0526,CPS_56,Does (your/his/her) disability continue to prevent (you/he/she) from doing any kind of work for the next 6 months (or working in the family business)?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0527,CPS_56,Does (your/his/her) disability continue to prevent (you/he/she) from doing any kind of work for the next 6 months (or working in the family business)?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0528,CPS_56,Does (your/his/her) disability continue to prevent (you/he/she) from doing any kind of work for the next 6 months (or working in the family business)?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0529,CPS_56,Does (your/his/her) disability continue to prevent (you/he/she) from doing any kind of work for the next 6 months (or working in the family business)?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0530,CPS_61,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0531,CPS_61,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0532,CPS_61,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0533,CPS_61,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0534,CPS_61,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
